,Comp,Height,Points,Salary
7351,8.0,76.0,52.0,0.0
7352,9.0,77.0,34.0,0.0
7353,8.0,76.0,31.0,0.0
7354,8.0,79.0,33.0,0.0
7355,9.0,78.0,33.0,0.0
7356,8.0,78.0,42.0,0.0
7357,8.0,79.0,46.0,0.0
7358,8.0,77.0,29.0,0.0
7359,8.0,74.0,30.0,0.0
7360,8.0,75.0,23.0,0.0
7361,10.0,75.0,48.0,0.0
7362,10.0,77.0,40.0,0.0
7363,9.0,73.0,47.0,0.0
7364,9.0,74.0,38.0,0.0
7365,9.0,74.0,32.0,0.0
7366,9.0,82.0,51.0,508474.0
7367,8.0,76.0,39.0,0.0
7368,8.0,73.0,34.0,0.0
7369,8.0,77.0,35.0,0.0
7370,9.0,77.0,33.0,0.0
7371,9.0,73.0,43.0,0.0
7372,8.0,73.0,25.0,0.0
7373,8.0,80.0,43.0,0.0
7374,9.0,75.0,47.0,340165.0
7375,7.0,83.0,47.0,0.0
7376,7.0,77.0,38.0,0.0
7377,9.0,76.0,21.0,0.0
7378,10.0,76.0,32.0,0.0
7379,8.0,73.0,40.0,0.0
7380,9.0,76.0,23.0,0.0
7381,9.0,76.0,37.0,0.0
7382,9.0,75.0,26.0,0.0
7383,10.0,75.0,17.0,0.0
7384,9.0,72.0,39.0,0.0
7385,8.0,76.0,31.0,0.0
7386,10.0,75.0,53.0,689538.0
7387,8.0,76.0,27.0,0.0
7388,8.0,76.0,40.0,0.0
7389,8.0,78.0,17.0,0.0
7390,9.0,75.0,38.0,0.0
7391,8.0,74.0,32.0,0.0
7392,7.0,75.0,55.0,0.0
7393,8.0,74.0,33.0,0.0
7394,7.0,81.0,40.0,0.0
7395,8.0,79.0,46.0,0.0
7396,7.0,77.0,62.0,0.0
7397,9.0,77.0,47.0,0.0
7398,10.0,75.0,44.0,0.0
7399,9.0,78.0,32.0,0.0
7400,9.0,74.0,48.0,0.0
7401,7.0,75.0,36.0,0.0
7402,7.0,77.0,40.0,0.0
7403,8.0,72.0,52.0,0.0
7404,8.0,77.0,38.0,0.0
7405,7.0,76.0,46.0,0.0
7406,9.0,79.0,44.0,735327.0
7407,9.0,75.0,47.0,0.0
7408,9.0,75.0,46.0,0.0
7409,10.0,74.0,34.0,0.0
7410,8.0,76.0,38.0,0.0
7411,9.0,75.0,34.0,0.0
7412,9.0,74.0,37.0,0.0
7413,10.0,74.0,27.0,0.0
7414,8.0,76.0,29.0,0.0
7415,8.0,75.0,33.0,0.0
7416,8.0,76.0,43.0,0.0
7417,10.0,77.0,26.0,0.0
7418,8.0,76.0,45.0,0.0
7419,8.0,74.0,42.0,0.0
7420,9.0,74.0,41.0,0.0
7421,9.0,76.0,32.0,0.0
7422,9.0,78.0,26.0,0.0
7423,7.0,75.0,34.0,0.0
7424,9.0,74.0,37.0,0.0
7425,10.0,73.0,46.0,0.0
7426,8.0,75.0,36.0,0.0
7427,10.0,72.0,34.0,0.0
7428,9.0,76.0,39.0,0.0
7429,10.0,77.0,32.0,0.0
7430,8.0,76.0,42.0,0.0
7431,9.0,79.0,48.0,0.0
7432,9.0,75.0,48.0,0.0
7433,8.0,74.0,43.0,0.0
7434,7.0,74.0,62.0,0.0
7435,10.0,78.0,40.0,580070.0
7436,7.0,74.0,37.0,0.0
7437,8.0,75.0,45.0,0.0
7438,8.0,77.0,35.0,0.0
7439,8.0,75.0,47.0,0.0
7440,7.0,74.0,54.0,0.0
7441,10.0,77.0,34.0,0.0
7442,8.0,78.0,46.0,0.0
7443,9.0,76.0,35.0,0.0
7444,9.0,74.0,29.0,0.0
7445,9.0,72.0,46.0,0.0
7446,9.0,78.0,38.0,0.0
7447,9.0,75.0,30.0,0.0
7448,8.0,74.0,34.0,0.0
7449,8.0,74.0,53.0,0.0
7450,7.0,73.0,31.0,0.0
7451,7.0,78.0,45.0,0.0
7452,8.0,74.0,39.0,0.0
7453,8.0,77.0,39.0,0.0
7454,8.0,80.0,25.0,0.0
7455,7.0,75.0,37.0,0.0
7456,9.0,75.0,37.0,0.0
7457,10.0,77.0,53.0,684532.0
7458,8.0,77.0,37.0,0.0
7459,10.0,76.0,16.0,0.0
7460,9.0,81.0,49.0,380873.0
7461,10.0,73.0,37.0,0.0
7462,9.0,77.0,23.0,0.0
7463,8.0,77.0,56.0,0.0
7464,9.0,74.0,48.0,0.0
7465,9.0,76.0,34.0,0.0
7466,8.0,78.0,32.0,0.0
7467,9.0,73.0,42.0,0.0
7468,7.0,79.0,62.0,0.0
7469,9.0,72.0,40.0,0.0
7470,9.0,78.0,28.0,0.0
7471,9.0,79.0,29.0,0.0
7472,9.0,76.0,34.0,0.0
7473,9.0,74.0,40.0,0.0
7474,8.0,75.0,38.0,0.0
7475,9.0,74.0,29.0,0.0
7476,8.0,75.0,65.0,0.0
7477,9.0,74.0,43.0,0.0
7478,9.0,76.0,24.0,0.0
7479,7.0,77.0,65.0,0.0
7480,7.0,77.0,44.0,0.0
7481,9.0,74.0,42.0,0.0
7482,10.0,77.0,41.0,658070.0
7483,8.0,78.0,34.0,0.0
7484,9.0,76.0,37.0,0.0
7485,7.0,75.0,40.0,0.0
7486,7.0,72.0,61.0,0.0
7487,8.0,75.0,38.0,0.0
7488,7.0,80.0,49.0,0.0
7489,8.0,75.0,53.0,0.0
7490,8.0,77.0,31.0,0.0
7491,9.0,72.0,36.0,0.0
7492,8.0,77.0,50.0,303648.0
7493,10.0,77.0,49.0,0.0
7494,7.0,74.0,54.0,0.0
7495,7.0,75.0,29.0,0.0
7496,8.0,74.0,41.0,0.0
7497,9.0,74.0,42.0,0.0
7498,10.0,75.0,22.0,0.0
7499,8.0,75.0,53.0,0.0
7500,9.0,77.0,33.0,0.0
7501,9.0,79.0,41.0,0.0
7502,9.0,75.0,50.0,0.0
7503,10.0,75.0,29.0,0.0
7504,7.0,77.0,44.0,0.0
7505,10.0,75.0,29.0,0.0
7506,8.0,76.0,40.0,0.0
7507,7.0,76.0,36.0,0.0
7508,9.0,72.0,33.0,0.0
7509,9.0,77.0,51.0,0.0
7510,7.0,73.0,33.0,0.0
7511,8.0,76.0,42.0,0.0
7512,7.0,76.0,33.0,0.0
7513,9.0,75.0,31.0,0.0
7514,9.0,76.0,43.0,0.0
7515,10.0,77.0,29.0,0.0
7516,7.0,76.0,62.0,0.0
7517,9.0,76.0,46.0,0.0
7518,8.0,75.0,66.0,0.0
7519,8.0,79.0,22.0,0.0
7520,9.0,77.0,33.0,0.0
7521,9.0,77.0,17.0,0.0
7522,9.0,77.0,34.0,0.0
7523,10.0,75.0,25.0,0.0
7524,7.0,74.0,18.0,0.0
7525,8.0,74.0,46.0,0.0
7526,9.0,75.0,52.0,0.0
7527,8.0,80.0,39.0,0.0
7528,9.0,79.0,31.0,0.0
7529,8.0,77.0,18.0,0.0
7530,9.0,77.0,35.0,0.0
7531,8.0,74.0,43.0,0.0
7532,7.0,79.0,32.0,0.0
7533,8.0,73.0,39.0,0.0
7534,9.0,77.0,44.0,0.0
7535,8.0,75.0,28.0,0.0
7536,8.0,75.0,48.0,0.0
7537,9.0,73.0,28.0,0.0
7538,10.0,77.0,38.0,0.0
7539,9.0,73.0,46.0,0.0
7540,10.0,75.0,32.0,0.0
7541,9.0,76.0,48.0,0.0
7542,9.0,75.0,39.0,0.0
7543,9.0,74.0,39.0,0.0
7544,9.0,75.0,37.0,0.0
7545,8.0,77.0,45.0,0.0
7546,8.0,74.0,51.0,0.0
7547,9.0,74.0,44.0,0.0
7548,9.0,77.0,49.0,0.0
7549,8.0,75.0,47.0,0.0
7550,8.0,76.0,32.0,0.0
7551,9.0,76.0,21.0,0.0
7552,10.0,74.0,25.0,0.0
7553,8.0,77.0,41.0,0.0
7554,8.0,77.0,36.0,0.0
7555,8.0,82.0,34.0,0.0
7556,7.0,76.0,38.0,0.0
7557,9.0,75.0,25.0,0.0
7558,7.0,79.0,40.0,0.0
7559,8.0,74.0,37.0,0.0
7560,9.0,78.0,41.0,0.0
7561,9.0,75.0,39.0,0.0
7562,8.0,74.0,34.0,0.0
7563,8.0,74.0,43.0,0.0
7564,7.0,75.0,45.0,0.0
7565,7.0,76.0,20.0,0.0
7566,9.0,80.0,53.0,0.0
7567,8.0,75.0,33.0,0.0
7568,8.0,74.0,33.0,0.0
7569,9.0,72.0,37.0,0.0
7570,9.0,77.0,35.0,0.0
7571,9.0,72.0,29.0,0.0
7572,10.0,76.0,55.0,0.0
7573,7.0,77.0,55.0,0.0
7574,9.0,75.0,38.0,0.0
7575,10.0,77.0,42.0,0.0
7576,10.0,79.0,47.0,748936.0
7577,7.0,77.0,36.0,0.0
7578,9.0,79.0,50.0,0.0
7579,8.0,75.0,33.0,0.0
7580,8.0,77.0,33.0,0.0
7581,8.0,77.0,35.0,0.0
7582,10.0,76.0,46.0,0.0
7583,8.0,76.0,51.0,0.0
7584,8.0,77.0,56.0,0.0
7585,8.0,73.0,26.0,0.0
7586,9.0,76.0,36.0,0.0
7587,8.0,74.0,30.0,0.0
7588,8.0,75.0,42.0,0.0
7589,8.0,75.0,22.0,0.0
7590,8.0,81.0,42.0,0.0
7591,8.0,78.0,28.0,0.0
7592,7.0,77.0,33.0,0.0
7593,8.0,77.0,38.0,0.0
7594,9.0,75.0,34.0,0.0
7595,10.0,77.0,44.0,0.0
7596,8.0,78.0,52.0,0.0
7597,9.0,79.0,30.0,0.0
7598,9.0,75.0,51.0,0.0
7599,10.0,77.0,57.0,821670.0
7600,7.0,77.0,25.0,0.0
7601,8.0,74.0,39.0,0.0
7602,8.0,77.0,51.0,0.0
7603,8.0,75.0,39.0,0.0
7604,10.0,77.0,38.0,0.0
7605,9.0,75.0,26.0,0.0
7606,9.0,74.0,54.0,0.0
7607,8.0,73.0,61.0,0.0
7608,8.0,76.0,51.0,0.0
7609,10.0,74.0,37.0,0.0
7610,9.0,73.0,52.0,0.0
7611,9.0,77.0,38.0,0.0
7612,7.0,77.0,28.0,0.0
7613,8.0,75.0,30.0,0.0
7614,7.0,78.0,20.0,0.0
7615,9.0,70.0,39.0,0.0
7616,10.0,77.0,34.0,0.0
7617,8.0,77.0,44.0,0.0
7618,10.0,77.0,46.0,0.0
7619,8.0,76.0,42.0,0.0
7620,8.0,76.0,42.0,0.0
7621,8.0,76.0,38.0,0.0
7622,8.0,75.0,33.0,0.0
7623,9.0,77.0,27.0,0.0
7624,9.0,78.0,41.0,0.0
7625,10.0,74.0,34.0,0.0
7626,10.0,75.0,42.0,0.0
7627,9.0,73.0,38.0,0.0
7628,7.0,75.0,30.0,0.0
7629,9.0,77.0,51.0,0.0
7630,9.0,80.0,34.0,0.0
7631,10.0,74.0,27.0,0.0
7632,9.0,76.0,47.0,0.0
7633,9.0,79.0,39.0,0.0
7634,8.0,78.0,52.0,0.0
7635,10.0,77.0,19.0,0.0
7636,7.0,77.0,55.0,0.0
7637,9.0,76.0,39.0,0.0
7638,10.0,76.0,42.0,0.0
7639,9.0,76.0,28.0,0.0
7640,7.0,77.0,55.0,0.0
7641,9.0,78.0,40.0,0.0
7642,8.0,75.0,49.0,0.0
7643,10.0,76.0,35.0,0.0
7644,10.0,75.0,45.0,0.0
7645,8.0,73.0,28.0,0.0
7646,9.0,75.0,43.0,0.0
7647,10.0,76.0,48.0,0.0
7648,7.0,78.0,34.0,0.0
7649,9.0,79.0,40.0,0.0
7650,10.0,76.0,41.0,0.0
7651,9.0,78.0,52.0,0.0
7652,7.0,78.0,45.0,0.0
7653,9.0,80.0,42.0,407809.0
7654,8.0,71.0,56.0,0.0
7655,9.0,75.0,40.0,0.0
7656,8.0,76.0,29.0,0.0
7657,7.0,77.0,54.0,0.0
7658,8.0,78.0,21.0,0.0
7659,10.0,76.0,36.0,0.0
7660,8.0,78.0,44.0,0.0
7661,9.0,75.0,45.0,0.0
7662,9.0,78.0,44.0,0.0
7663,8.0,76.0,26.0,0.0
7664,8.0,75.0,47.0,0.0
7665,7.0,75.0,33.0,0.0
7666,7.0,77.0,39.0,0.0
7667,9.0,77.0,42.0,0.0
7668,7.0,77.0,40.0,0.0
7669,8.0,75.0,33.0,0.0
7670,9.0,74.0,47.0,0.0
7671,7.0,73.0,37.0,0.0
7672,7.0,76.0,47.0,0.0
7673,7.0,76.0,55.0,0.0
7674,8.0,77.0,35.0,0.0
7675,8.0,76.0,50.0,0.0
7676,9.0,76.0,28.0,0.0
7677,7.0,76.0,52.0,0.0
7678,9.0,78.0,45.0,403563.0
7679,9.0,76.0,36.0,0.0
7680,8.0,73.0,32.0,0.0
7681,9.0,74.0,35.0,0.0
7682,10.0,74.0,34.0,0.0
7683,8.0,74.0,41.0,0.0
7684,10.0,75.0,47.0,0.0
7685,8.0,72.0,36.0,0.0
7686,10.0,77.0,36.0,0.0
7687,9.0,77.0,41.0,340596.0
7688,9.0,75.0,51.0,0.0
7689,7.0,79.0,35.0,0.0
7690,8.0,74.0,35.0,0.0
7691,7.0,78.0,46.0,0.0
7692,10.0,76.0,51.0,0.0
7693,9.0,78.0,39.0,0.0
7694,8.0,80.0,34.0,0.0
7695,10.0,76.0,38.0,0.0
7696,9.0,81.0,32.0,0.0
7697,10.0,73.0,20.0,0.0
7698,8.0,76.0,35.0,0.0
7699,9.0,75.0,50.0,0.0
7700,7.0,77.0,35.0,0.0
7701,10.0,74.0,22.0,0.0
7702,9.0,76.0,30.0,0.0
7703,7.0,75.0,46.0,0.0
7704,8.0,74.0,37.0,0.0
7705,10.0,74.0,44.0,0.0
7706,8.0,75.0,36.0,0.0
7707,10.0,73.0,37.0,473152.0
7708,8.0,73.0,23.0,0.0
7709,8.0,75.0,47.0,0.0
7710,9.0,75.0,44.0,0.0
7711,8.0,76.0,50.0,0.0
7712,9.0,74.0,30.0,0.0
7713,8.0,76.0,9.0,0.0
7714,8.0,76.0,43.0,0.0
7715,7.0,77.0,55.0,0.0
7716,9.0,77.0,49.0,0.0
7717,9.0,75.0,28.0,0.0
7718,9.0,78.0,24.0,0.0
7719,8.0,79.0,37.0,0.0
7720,10.0,75.0,59.0,671226.0
7721,9.0,79.0,32.0,0.0
7722,9.0,75.0,57.0,0.0
7723,7.0,76.0,46.0,0.0
7724,7.0,75.0,30.0,0.0
7725,9.0,77.0,55.0,0.0
7726,8.0,77.0,30.0,0.0
7727,8.0,78.0,31.0,0.0
7728,8.0,77.0,40.0,0.0
7729,8.0,76.0,38.0,0.0
7730,10.0,74.0,41.0,0.0
7731,7.0,74.0,47.0,0.0
7732,10.0,73.0,43.0,0.0
7733,7.0,77.0,41.0,0.0
7734,9.0,77.0,49.0,0.0
7735,8.0,77.0,39.0,0.0
7736,8.0,75.0,45.0,0.0
7737,7.0,77.0,47.0,0.0
7738,10.0,72.0,48.0,0.0
7739,10.0,74.0,38.0,0.0
7740,7.0,76.0,40.0,0.0
7741,9.0,72.0,60.0,0.0
7742,8.0,74.0,40.0,0.0
7743,9.0,79.0,36.0,0.0
7744,10.0,74.0,44.0,0.0
7745,7.0,77.0,37.0,0.0
7746,10.0,78.0,51.0,0.0
7747,7.0,75.0,40.0,0.0
7748,9.0,74.0,65.0,0.0
7749,8.0,76.0,24.0,0.0
7750,9.0,77.0,33.0,0.0
7751,7.0,78.0,48.0,0.0
7752,8.0,74.0,49.0,0.0
7753,9.0,75.0,55.0,0.0
7754,8.0,75.0,36.0,0.0
7755,10.0,78.0,32.0,0.0
7756,7.0,80.0,32.0,0.0
7757,10.0,76.0,47.0,0.0
7758,10.0,78.0,47.0,532906.0
7759,9.0,75.0,41.0,0.0
7760,8.0,77.0,42.0,0.0
7761,7.0,73.0,40.0,0.0
7762,8.0,72.0,59.0,0.0
7763,7.0,79.0,20.0,0.0
7764,9.0,75.0,52.0,0.0
7765,8.0,76.0,26.0,0.0
7766,8.0,75.0,42.0,0.0
7767,9.0,77.0,46.0,0.0
7768,8.0,73.0,35.0,0.0
7769,7.0,74.0,35.0,0.0
7770,9.0,74.0,41.0,0.0
7771,8.0,76.0,39.0,0.0
7772,9.0,75.0,24.0,0.0
7773,8.0,75.0,28.0,0.0
7774,8.0,75.0,40.0,0.0
7775,8.0,75.0,32.0,0.0
7776,10.0,80.0,34.0,948849.0
7777,9.0,80.0,26.0,0.0
7778,9.0,74.0,41.0,0.0
7779,9.0,77.0,50.0,0.0
7780,9.0,77.0,25.0,0.0
7781,9.0,76.0,28.0,0.0
7782,9.0,76.0,48.0,0.0
7783,9.0,74.0,36.0,0.0
7784,10.0,75.0,37.0,0.0
7785,10.0,78.0,58.0,603609.0
7786,9.0,75.0,20.0,0.0
7787,10.0,76.0,43.0,0.0
7788,7.0,82.0,45.0,0.0
7789,9.0,78.0,39.0,0.0
7790,10.0,72.0,26.0,0.0
7791,8.0,76.0,45.0,0.0
7792,7.0,71.0,34.0,0.0
7793,7.0,73.0,44.0,0.0
7794,9.0,79.0,49.0,0.0
7795,7.0,73.0,31.0,0.0
7796,7.0,75.0,24.0,0.0
7797,9.0,74.0,34.0,0.0
7798,8.0,75.0,28.0,0.0
7799,8.0,77.0,47.0,0.0
7800,9.0,74.0,29.0,0.0
7801,8.0,75.0,31.0,0.0
7802,10.0,77.0,47.0,701722.0
7803,8.0,81.0,51.0,0.0
7804,9.0,76.0,36.0,0.0
7805,8.0,78.0,53.0,0.0
7806,7.0,77.0,43.0,0.0
7807,7.0,74.0,27.0,0.0
7808,10.0,77.0,49.0,0.0
7809,10.0,75.0,50.0,0.0
7810,9.0,76.0,57.0,0.0
7811,10.0,76.0,39.0,0.0
7812,8.0,78.0,56.0,0.0
7813,9.0,77.0,48.0,0.0
7814,9.0,76.0,58.0,0.0
7815,8.0,77.0,26.0,0.0
7816,7.0,75.0,51.0,0.0
7817,8.0,75.0,29.0,0.0
7818,8.0,76.0,46.0,0.0
7819,8.0,77.0,25.0,0.0
7820,9.0,78.0,40.0,0.0
7821,8.0,73.0,32.0,0.0
7822,9.0,76.0,62.0,0.0
7823,10.0,78.0,38.0,0.0
7824,9.0,77.0,35.0,0.0
7825,8.0,75.0,43.0,0.0
7826,7.0,77.0,47.0,0.0
7827,9.0,75.0,45.0,0.0
7828,9.0,75.0,50.0,0.0
7829,9.0,74.0,38.0,0.0
7830,8.0,77.0,30.0,0.0
7831,7.0,74.0,52.0,0.0
7832,9.0,73.0,39.0,0.0
7833,8.0,74.0,42.0,0.0
7834,7.0,77.0,20.0,0.0
7835,9.0,74.0,40.0,0.0
7836,9.0,76.0,40.0,0.0
7837,9.0,76.0,57.0,0.0
7838,9.0,78.0,40.0,0.0
7839,9.0,73.0,26.0,0.0
7840,7.0,73.0,26.0,0.0
7841,8.0,74.0,43.0,0.0
7842,8.0,78.0,30.0,0.0
7843,8.0,77.0,45.0,0.0
7844,9.0,75.0,28.0,0.0
7845,10.0,75.0,54.0,0.0
7846,9.0,79.0,54.0,0.0
7847,9.0,74.0,29.0,0.0
7848,10.0,76.0,48.0,0.0
7849,8.0,81.0,49.0,0.0
7850,9.0,78.0,33.0,0.0
7851,8.0,76.0,62.0,0.0
7852,9.0,74.0,48.0,0.0
7853,9.0,76.0,35.0,0.0
7854,10.0,75.0,47.0,0.0
7855,8.0,77.0,21.0,0.0
7856,9.0,75.0,36.0,0.0
7857,8.0,74.0,50.0,0.0
7858,10.0,75.0,42.0,0.0
7859,9.0,74.0,55.0,0.0
7860,7.0,74.0,44.0,0.0
7861,7.0,79.0,29.0,0.0
7862,9.0,77.0,37.0,0.0
7863,8.0,76.0,46.0,0.0
7864,8.0,76.0,33.0,0.0
7865,7.0,77.0,37.0,0.0
7866,7.0,75.0,43.0,0.0
7867,10.0,75.0,24.0,0.0
7868,9.0,76.0,39.0,0.0
7869,8.0,76.0,62.0,0.0
7870,9.0,77.0,42.0,0.0
7871,7.0,75.0,35.0,0.0
7872,7.0,77.0,55.0,0.0
7873,9.0,80.0,46.0,0.0
7874,9.0,75.0,45.0,0.0
7875,8.0,77.0,55.0,0.0
7876,9.0,74.0,45.0,0.0
7877,9.0,74.0,37.0,0.0
7878,9.0,77.0,33.0,0.0
7879,7.0,79.0,41.0,0.0
7880,8.0,75.0,37.0,0.0
7881,9.0,76.0,39.0,0.0
7882,9.0,73.0,44.0,0.0
7883,8.0,77.0,25.0,0.0
7884,9.0,74.0,31.0,0.0
7885,8.0,77.0,20.0,0.0
7886,10.0,73.0,29.0,0.0
7887,8.0,78.0,23.0,0.0
7888,9.0,75.0,37.0,0.0
7889,8.0,75.0,57.0,0.0
7890,9.0,78.0,33.0,0.0
7891,8.0,75.0,36.0,0.0
7892,9.0,75.0,37.0,0.0
7893,8.0,78.0,31.0,0.0
7894,7.0,75.0,36.0,0.0
7895,8.0,73.0,56.0,0.0
7896,8.0,74.0,37.0,0.0
7897,8.0,77.0,16.0,0.0
7898,7.0,75.0,24.0,0.0
7899,9.0,76.0,21.0,0.0
7900,8.0,78.0,46.0,0.0
7901,8.0,74.0,41.0,0.0
7902,10.0,74.0,38.0,0.0
7903,9.0,80.0,33.0,0.0
7904,7.0,77.0,57.0,0.0
7905,10.0,78.0,31.0,0.0
7906,8.0,78.0,55.0,0.0
7907,8.0,78.0,39.0,0.0
7908,10.0,76.0,65.0,763015.0
7909,8.0,80.0,19.0,0.0
7910,7.0,76.0,33.0,0.0
7911,7.0,73.0,23.0,0.0
7912,10.0,72.0,42.0,0.0
7913,7.0,78.0,52.0,0.0
7914,9.0,74.0,26.0,0.0
7915,10.0,79.0,38.0,0.0
7916,8.0,78.0,31.0,0.0
7917,9.0,77.0,41.0,0.0
7918,8.0,76.0,39.0,0.0
7919,10.0,74.0,51.0,0.0
7920,8.0,78.0,19.0,0.0
7921,7.0,74.0,41.0,0.0
7922,8.0,73.0,50.0,0.0
7923,7.0,72.0,28.0,0.0
7924,8.0,76.0,42.0,0.0
7925,9.0,80.0,34.0,0.0
7926,8.0,79.0,24.0,0.0
7927,7.0,73.0,25.0,0.0
7928,9.0,75.0,32.0,0.0
7929,10.0,76.0,53.0,0.0
7930,9.0,78.0,38.0,0.0
7931,8.0,75.0,38.0,0.0
7932,9.0,76.0,60.0,0.0
7933,8.0,76.0,26.0,0.0
7934,9.0,74.0,33.0,0.0
7935,9.0,78.0,35.0,0.0
7936,10.0,73.0,37.0,0.0
7937,9.0,75.0,31.0,0.0
7938,10.0,78.0,46.0,0.0
7939,8.0,76.0,38.0,0.0
7940,8.0,76.0,42.0,0.0
7941,8.0,76.0,37.0,0.0
7942,9.0,71.0,44.0,0.0
7943,9.0,75.0,33.0,0.0
7944,9.0,75.0,46.0,0.0
7945,9.0,78.0,51.0,0.0
7946,8.0,76.0,27.0,0.0
7947,9.0,79.0,36.0,582980.0
7948,9.0,73.0,40.0,0.0
7949,9.0,75.0,37.0,0.0
7950,10.0,75.0,45.0,0.0
7951,8.0,78.0,42.0,0.0
7952,8.0,74.0,31.0,0.0
7953,8.0,75.0,49.0,0.0
7954,9.0,75.0,40.0,0.0
7955,9.0,75.0,29.0,0.0
7956,9.0,77.0,31.0,0.0
7957,8.0,77.0,38.0,0.0
7958,8.0,81.0,50.0,0.0
7959,7.0,76.0,31.0,0.0
7960,7.0,75.0,48.0,0.0
7961,8.0,74.0,32.0,0.0
7962,9.0,74.0,62.0,292947.0
7963,10.0,76.0,37.0,0.0
7964,10.0,76.0,38.0,0.0
7965,9.0,78.0,45.0,0.0
7966,9.0,76.0,57.0,0.0
7967,8.0,76.0,52.0,0.0
7968,8.0,75.0,45.0,0.0
7969,8.0,76.0,43.0,0.0
7970,10.0,77.0,35.0,0.0
7971,10.0,76.0,31.0,0.0
7972,9.0,72.0,35.0,0.0
7973,9.0,80.0,38.0,0.0
7974,9.0,75.0,44.0,0.0
7975,10.0,74.0,27.0,0.0
7976,8.0,79.0,33.0,0.0
7977,7.0,78.0,27.0,0.0
7978,10.0,78.0,22.0,0.0
7979,8.0,73.0,43.0,0.0
7980,10.0,74.0,40.0,0.0
7981,9.0,80.0,34.0,0.0
7982,9.0,78.0,46.0,0.0
7983,7.0,77.0,42.0,0.0
7984,10.0,74.0,26.0,0.0
7985,8.0,81.0,24.0,0.0
7986,10.0,78.0,21.0,0.0
7987,7.0,74.0,38.0,0.0
7988,9.0,70.0,47.0,0.0
7989,8.0,74.0,45.0,0.0
7990,7.0,77.0,38.0,0.0
7991,9.0,81.0,54.0,0.0
7992,9.0,76.0,26.0,0.0
7993,9.0,77.0,40.0,0.0
7994,10.0,75.0,36.0,0.0
7995,7.0,76.0,32.0,0.0
7996,9.0,73.0,11.0,0.0
7997,9.0,76.0,42.0,0.0
7998,8.0,73.0,44.0,0.0
7999,8.0,75.0,35.0,0.0
8000,9.0,77.0,29.0,0.0
8001,10.0,77.0,23.0,0.0
8002,7.0,79.0,59.0,0.0
8003,8.0,74.0,44.0,0.0
8004,9.0,75.0,38.0,0.0
8005,7.0,79.0,34.0,0.0
8006,7.0,80.0,43.0,0.0
8007,10.0,76.0,39.0,0.0
8008,9.0,77.0,45.0,0.0
8009,10.0,77.0,59.0,473034.0
8010,10.0,77.0,31.0,0.0
8011,9.0,73.0,23.0,0.0
8012,8.0,75.0,33.0,0.0
8013,10.0,76.0,48.0,670361.0
8014,8.0,75.0,27.0,0.0
8015,9.0,80.0,35.0,0.0
8016,8.0,73.0,32.0,0.0
8017,8.0,76.0,39.0,0.0
8018,8.0,77.0,36.0,0.0
8019,7.0,78.0,51.0,0.0
8020,9.0,78.0,52.0,0.0
8021,8.0,73.0,54.0,0.0
8022,9.0,74.0,44.0,0.0
8023,7.0,74.0,67.0,0.0
8024,7.0,76.0,35.0,0.0
8025,9.0,73.0,53.0,0.0
8026,8.0,78.0,26.0,0.0
8027,7.0,78.0,52.0,0.0
8028,10.0,78.0,63.0,828201.0
8029,9.0,78.0,20.0,0.0
8030,9.0,75.0,18.0,0.0
8031,9.0,75.0,35.0,0.0
8032,8.0,80.0,49.0,0.0
8033,8.0,78.0,37.0,0.0
8034,9.0,77.0,26.0,0.0
8035,9.0,78.0,42.0,0.0
8036,10.0,74.0,33.0,0.0
8037,9.0,78.0,52.0,0.0
8038,9.0,79.0,49.0,554724.0
8039,9.0,77.0,33.0,0.0
8040,9.0,78.0,44.0,0.0
8041,7.0,79.0,56.0,0.0
8042,7.0,77.0,46.0,0.0
8043,8.0,78.0,52.0,0.0
8044,8.0,74.0,38.0,0.0
8045,10.0,71.0,55.0,0.0
8046,8.0,77.0,29.0,0.0
8047,9.0,77.0,70.0,578221.0
8048,9.0,78.0,55.0,0.0
8049,9.0,77.0,39.0,0.0
8050,8.0,78.0,43.0,0.0
8051,9.0,76.0,23.0,0.0
8052,9.0,79.0,29.0,0.0
8053,8.0,75.0,36.0,0.0
8054,8.0,80.0,35.0,0.0
8055,9.0,77.0,37.0,0.0
8056,7.0,73.0,39.0,0.0
8057,7.0,76.0,48.0,0.0
8058,10.0,75.0,52.0,0.0
8059,10.0,77.0,43.0,0.0
8060,9.0,75.0,36.0,0.0
8061,9.0,77.0,51.0,0.0
8062,8.0,82.0,54.0,0.0
8063,8.0,79.0,27.0,0.0
8064,8.0,74.0,46.0,0.0
8065,10.0,74.0,43.0,0.0
8066,9.0,74.0,38.0,0.0
8067,10.0,72.0,43.0,0.0
8068,9.0,75.0,42.0,0.0
8069,9.0,76.0,31.0,0.0
8070,9.0,73.0,39.0,0.0
8071,8.0,78.0,36.0,0.0
8072,10.0,77.0,44.0,0.0
8073,9.0,77.0,53.0,447296.0
8074,8.0,78.0,53.0,483965.0
8075,8.0,74.0,36.0,0.0
8076,8.0,76.0,45.0,0.0
8077,9.0,78.0,43.0,0.0
8078,9.0,75.0,45.0,0.0
8079,9.0,76.0,53.0,0.0
8080,8.0,74.0,51.0,0.0
8081,7.0,77.0,37.0,0.0
8082,9.0,77.0,29.0,0.0
8083,8.0,79.0,41.0,0.0
8084,9.0,73.0,29.0,0.0
